0 0.000000 0.00000
1000 0.143000 0.01430
1025 0.131000 0.01300
1050 0.121000 0.01180
1075 0.111000 0.01070
1100 0.102000 0.00975
1125 0.094500 0.00888
1150 0.087200 0.00809
1175 0.080600 0.00737
1200 0.074500 0.00671
1225 0.068800 0.00609
1250 0.063600 0.00552
1275 0.058800 0.00501
1300 0.054300 0.00455
1325 0.050300 0.00414
1350 0.046600 0.00377
1375 0.043100 0.00344
1400 0.040000 0.00313
1425 0.037000 0.00285
1450 0.034300 0.00259
1475 0.031800 0.00235
1500 0.029500 0.00213
1525 0.027400 0.00194
1550 0.025400 0.00176
1575 0.023600 0.00159
1600 0.021900 0.00144
1625 0.020400 0.00130
1650 0.018900 0.00117
1675 0.017600 0.00105
1700 0.016400 0.00095
1725 0.015200 0.00085
1750 0.014100 0.00076
