500 0.450000 0.05500
525 0.409000 0.04980
550 0.372000 0.04520
575 0.339000 0.04100
600 0.309000 0.03720
625 0.282000 0.03370
650 0.258000 0.03050
675 0.236000 0.02770
700 0.216000 0.02510
725 0.198000 0.02290
750 0.182000 0.02080
775 0.167000 0.01900
800 0.153000 0.01740
825 0.140000 0.01590
850 0.129000 0.01460
875 0.119000 0.01330
900 0.109000 0.01220
925 0.100000 0.01110
950 0.092700 0.01010
975 0.085500 0.00926
1000 0.079000 0.00845
1025 0.072900 0.00774
1050 0.067300 0.00710
1075 0.062200 0.00651
1100 0.057500 0.00597
1125 0.053200 0.00547
1150 0.049200 0.00501
1175 0.045600 0.00459
1200 0.042200 0.00420
1225 0.039100 0.00385
1250 0.036300 0.00353
1275 0.033600 0.00323
1300 0.031200 0.00296
1325 0.028900 0.00271
1350 0.026800 0.00249
1375 0.024900 0.00228
1400 0.023100 0.00209
1425 0.021400 0.00191
1450 0.019900 0.00175
1475 0.018500 0.00160
1500 0.017200 0.00146
1525 0.016000 0.00133
1550 0.014900 0.00122
1575 0.013900 0.00111
1600 0.012900 0.00102
1625 0.012000 0.00093
1650 0.011200 0.00086
1675 0.010400 0.00079
1700 0.009690 0.00072
1725 0.009030 0.00066
1750 0.008410 0.00060
1775 0.007840 0.00055
1800 0.007310 0.00051
1825 0.006820 0.00046
1850 0.006360 0.00042
1875 0.005940 0.00038
1900 0.005540 0.00035
1925 0.005160 0.00032
1950 0.004820 0.00029
1975 0.004490 0.00026
2000 0.004190 0.00024
