200 4040.000000 266.00000
225 2410.000000 167.00000
250 1500.000000 106.00000
275 972.000000 63.60000
300 649.000000 39.10000
325 445.000000 25.70000
350 312.000000 17.90000
375 223.000000 12.70000
400 162.000000 9.10000
425 120.000000 6.57000
450 89.700000 4.85000
475 68.000000 3.68000
500 52.100000 2.85000
525 40.300000 2.17000
550 31.400000 1.67000
575 24.700000 1.31000
600 19.600000 1.05000
625 15.700000 0.83300
650 12.600000 0.66700
675 10.200000 0.53800
700 8.250000 0.43800
725 6.730000 0.35200
750 5.520000 0.28600
775 4.550000 0.23500
800 3.760000 0.19600
825 3.120000 0.16300
850 2.600000 0.13600
875 2.180000 0.11400
900 1.830000 0.09590
925 1.540000 0.08010
950 1.300000 0.06710
975 1.100000 0.05650
1000 0.930000 0.04780
1025 0.790000 0.04050
1050 0.673000 0.03450
1075 0.575000 0.02960
1100 0.492000 0.02550
1125 0.422000 0.02180
1150 0.362000 0.01880
1175 0.312000 0.01620
1200 0.269000 0.01410
1225 0.232000 0.01210
1250 0.201000 0.01040
1275 0.174000 0.00901
1300 0.151000 0.00784
1325 0.131000 0.00680
1350 0.114000 0.00591
1375 0.099600 0.00517
1400 0.086800 0.00453
1425 0.075800 0.00396
1450 0.066200 0.00347
1475 0.058000 0.00305
1500 0.050800 0.00269
1525 0.044500 0.00235
1550 0.039100 0.00206
1575 0.034300 0.00181
1600 0.030100 0.00159
1625 0.026500 0.00140
1650 0.023300 0.00123
1675 0.020500 0.00109
1700 0.018100 0.00097
1725 0.016000 0.00085
1750 0.014100 0.00076
1775 0.012500 0.00067
1800 0.011000 0.00060
1825 0.009740 0.00053
1850 0.008630 0.00047
1875 0.007650 0.00041
1900 0.006780 0.00037
1925 0.006010 0.00033
1950 0.005330 0.00030
1975 0.004720 0.00026
2000 0.004190 0.00024
